StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
0050,11082813,20959,1459923222,131.8,132.45,131.3,131.5,-2.1,2021-03-24
0051,21981,31,1065013,48.37,48.65,48.37,48.4,0.03,2021-03-24
0052,1003634,1190,123319223,122.55,123.55,122.05,122.75,-2.0,2021-03-24
0053,11221,15,727736,64.7,65.0,64.7,64.7,-1.35,2021-03-24
0054,2000,2,61830,31.01,31.01,30.82,30.82,-0.19,2021-03-24
0055,113633,67,2178263,19.2,19.22,19.14,19.15,-0.05,2021-03-24
0056,7852468,6162,264108974,33.66,33.75,33.55,33.65,-0.01,2021-03-24
0057,58002,10,5157977,88.95,89.0,88.85,88.9,-1.35,2021-03-24
0061,366063,176,8469174,23.13,23.38,23.0,23.0,-0.13,2021-03-24
006203,1226,4,75806,61.75,61.75,61.75,61.75,-1.25,2021-03-24
006204,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
006205,1521512,384,57518850,37.7,38.26,37.56,37.6,-0.39,2021-03-24
006206,561217,141,21493394,38.4,38.66,38.06,38.1,-0.21,2021-03-24
006207,297000,51,8946230,30.26,30.46,29.95,29.95,-0.36,2021-03-24
006208,2138151,4649,162016564,75.7,76.1,75.4,75.6,-1.1,2021-03-24
00625K,21000,3,183150,8.75,8.75,8.72,8.72,-0.05,2021-03-24
00631L,2829077,1257,307404313,108.85,109.65,108.1,108.45,-2.15,2021-03-24
00632R,105119162,5995,659023472,6.26,6.29,6.24,6.27,0.05,2021-03-24
00633L,10419360,2872,685276625,66.25,67.6,64.65,64.8,-1.05,2021-03-24
00634R,1307000,120,5230250,4.0,4.03,3.96,4.03,0.03,2021-03-24
00635U,338044,140,7890167,23.31,23.41,23.28,23.38,-0.03,2021-03-24
00636,1131791,526,30531602,27.05,27.39,26.79,26.85,-0.25,2021-03-24
00636K,100,1,942,9.42,9.42,9.42,9.42,-0.05,2021-03-24
00637L,67490204,12904,1749131911,26.03,26.56,25.4,25.48,-0.34,2021-03-24
00638R,2029000,207,16405840,8.08,8.17,7.98,8.17,0.07,2021-03-24
00639,1888559,582,29992251,15.98,16.07,15.76,15.76,-0.22,2021-03-24
00640L,1032000,228,29022550,28.41,28.43,27.8,28.05,-1.23,2021-03-24
00641R,711000,142,7734130,10.84,10.94,10.81,10.92,0.25,2021-03-24
00642U,68326777,12680,679377923,9.96,9.97,9.89,9.94,-0.51,2021-03-24
00643,1151482,560,19849304,17.43,17.49,17.1,17.14,-0.29,2021-03-24
00643K,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
00645,284995,44,7172447,25.35,25.35,25.05,25.13,-0.54,2021-03-24
00646,380260,183,12971116,34.13,34.15,34.06,34.11,-0.14,2021-03-24
00647L,121000,22,6602150,54.65,54.7,54.4,54.6,-0.55,2021-03-24
00648R,566000,53,4511740,7.97,7.99,7.96,7.98,0.05,2021-03-24
00650L,1560900,342,45160279,29.61,29.8,28.55,28.57,-1.26,2021-03-24
00651R,873000,116,6240730,7.1,7.21,7.04,7.2,0.15,2021-03-24
00652,243492,228,6267049,25.8,25.89,25.5,25.5,-0.29,2021-03-24
00653L,1664315,480,58422435,35.36,35.43,34.55,34.66,-1.04,2021-03-24
00654R,199000,46,1953470,9.8,9.86,9.75,9.86,0.14,2021-03-24
00655L,5680098,1370,278034152,49.19,50.15,47.9,48.0,-0.75,2021-03-24
00656R,168000,29,1246770,7.38,7.47,7.35,7.46,0.06,2021-03-24
00657,5000,5,174990,35.19,35.19,34.92,34.92,-0.72,2021-03-24
00657K,100,1,1227,12.27,12.27,12.27,12.27,-0.27,2021-03-24
00660,12479,13,338256,27.12,27.14,27.07,27.09,-0.03,2021-03-24
00661,16000,9,569800,35.74,35.74,35.52,35.52,-0.81,2021-03-24
00662,322713,153,15456368,47.8,47.97,47.8,47.92,0.24,2021-03-24
00663L,302000,41,29171400,97.0,97.35,96.35,96.55,-1.75,2021-03-24
00664R,3516000,414,25042790,7.12,7.14,7.09,7.14,0.07,2021-03-24
00665L,515000,183,13030980,26.11,26.11,24.85,24.89,-1.22,2021-03-24
00666R,157000,32,1753820,10.95,11.2,10.95,11.2,0.26,2021-03-24
00668,49478,31,1651707,33.48,33.49,33.35,33.35,-0.25,2021-03-24
00668K,100,1,1169,11.69,11.69,11.69,11.69,-0.13,2021-03-24
00669R,4043000,356,35051510,8.66,8.69,8.66,8.68,0.07,2021-03-24
00670L,685717,218,56859918,82.9,83.25,82.6,82.9,0.45,2021-03-24
00671R,4988000,293,31292940,6.27,6.29,6.26,6.28,-0.01,2021-03-24
00673R,2090390,446,41512359,19.82,19.95,19.8,19.88,0.95,2021-03-24
00674R,188000,59,2616910,13.94,13.96,13.89,13.89,0.0,2021-03-24
00675L,708035,208,29348685,41.58,41.9,41.3,41.37,-0.75,2021-03-24
00676R,5344000,289,20764410,3.89,3.9,3.87,3.9,0.05,2021-03-24
00677U,209051190,10055,540443535,2.64,2.66,2.5,2.5,-0.04,2021-03-24
00678,363015,44,10146339,28.15,28.15,27.91,27.94,-0.9,2021-03-24
00680L,181000,83,4025080,22.11,22.31,22.11,22.3,0.61,2021-03-24
00681R,324000,71,4674390,14.47,14.47,14.38,14.41,-0.17,2021-03-24
00682U,74000,39,1356400,18.33,18.38,18.29,18.38,0.11,2021-03-24
00683L,2158000,412,37439570,17.27,17.39,17.27,17.39,0.23,2021-03-24
00684R,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
00685L,3000,3,109260,36.48,36.48,36.36,36.36,-0.82,2021-03-24
00686R,91000,15,384770,4.23,4.24,4.21,4.23,0.03,2021-03-24
00688L,138000,30,3076200,22.18,22.33,22.17,22.31,0.56,2021-03-24
00689R,228000,23,3453520,15.2,15.2,15.13,15.14,-0.22,2021-03-24
00690,128228,22,3945783,30.84,30.84,30.76,30.76,-0.29,2021-03-24
00692,3752211,3415,123946172,33.13,33.14,32.91,33.01,-0.39,2021-03-24
00693U,3286469,336,71300125,21.63,21.73,21.63,21.72,0.04,2021-03-24
00700,146046,19,2863968,19.95,19.95,19.51,19.51,-0.44,2021-03-24
00701,1387494,610,30899446,22.26,22.32,22.23,22.26,-0.01,2021-03-24
00702,8485,11,167229,19.74,19.74,19.67,19.67,-0.27,2021-03-24
00703,538181,130,13937628,26.17,26.22,25.76,25.77,-0.34,2021-03-24
00706L,126000,24,2081810,16.49,16.54,16.49,16.54,0.07,2021-03-24
00707R,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
00708L,858123,310,21376147,24.83,25.03,24.74,25.0,-0.05,2021-03-24
00709,129010,18,2877852,22.33,22.33,22.27,22.28,-0.2,2021-03-24
00710B,709293,96,13169875,18.57,18.6,18.55,18.6,0.03,2021-03-24
00711B,152000,19,3076890,20.19,20.25,20.19,20.25,0.16,2021-03-24
00712,3143995,1550,44215459,14.12,14.14,14.01,14.05,-0.17,2021-03-24
00713,114224,100,4385368,38.44,38.52,38.32,38.35,-0.14,2021-03-24
00714,462000,24,9194510,19.9,19.96,19.89,19.9,0.04,2021-03-24
00715L,173580335,16090,1077687347,6.24,6.27,6.15,6.16,-0.61,2021-03-24
00717,697686,236,11816006,16.91,16.95,16.9,16.93,0.02,2021-03-24
00728,1145371,851,30746756,26.93,26.95,26.8,26.82,-0.12,2021-03-24
00730,398383,179,8137609,20.42,20.5,20.36,20.39,-0.03,2021-03-24
00731,271729,25,14442966,53.25,53.25,53.1,53.1,-0.1,2021-03-24
00732,100000,2,3986000,39.86,39.86,39.86,39.86,0.0,2021-03-24
00733,320528,107,10457934,31.98,32.81,31.98,32.81,0.6,2021-03-24
00735,113263,17,3772276,33.54,33.54,33.2,33.2,-0.37,2021-03-24
00736,151000,14,3523600,23.36,23.57,23.2,23.21,-0.15,2021-03-24
00737,488227,177,15951705,32.7,32.79,32.6,32.62,-0.68,2021-03-24
00738U,2123800,603,55736224,26.17,26.37,26.09,26.3,-0.43,2021-03-24
00739,458305,104,12439943,27.36,27.5,26.98,26.98,-0.26,2021-03-24
00742,67299,22,1423483,21.12,21.18,21.12,21.15,0.03,2021-03-24
00743,4000,4,111800,28.1,28.1,27.78,27.78,-0.22,2021-03-24
00752,3777852,2590,115948934,31.03,31.05,30.5,30.5,-0.56,2021-03-24
00753L,1622182,781,62544736,39.27,39.58,37.8,37.85,-1.64,2021-03-24
00757,831521,355,38798252,46.7,46.76,46.55,46.6,0.02,2021-03-24
00762,114606,66,4244838,37.14,37.14,36.98,37.03,-0.3,2021-03-24
00763U,544510,129,14485065,26.59,26.7,26.55,26.55,-0.35,2021-03-24
00770,79100,18,2651539,33.52,33.57,33.5,33.52,0.11,2021-03-24
00771,192199,114,3704649,19.14,19.31,19.14,19.3,0.16,2021-03-24
00774B,2000,2,78800,39.4,39.4,39.4,39.4,-0.01,2021-03-24
00774C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
00775B,2000,2,83060,41.53,41.53,41.53,41.53,0.65,2021-03-24
00783,615000,38,13027980,21.44,21.44,21.13,21.13,-0.23,2021-03-24
008201,125,2,15983,128.0,128.0,128.0,128.0,0.0,2021-03-24
00830,1187386,367,32174933,27.0,27.18,27.0,27.14,-0.21,2021-03-24
00850,2629722,1463,85373768,32.45,32.57,32.36,32.41,-0.29,2021-03-24
00851,167000,27,4890730,29.18,29.33,29.18,29.28,0.13,2021-03-24
00852L,767091,125,14256751,18.62,18.63,18.55,18.57,-0.3,2021-03-24
00861,1511225,468,42004527,27.83,27.84,27.75,27.75,-0.11,2021-03-24
00865B,112000,6,4188270,37.33,37.4,37.33,37.4,0.12,2021-03-24
00875,592644,201,18078463,30.53,30.53,30.45,30.46,-0.37,2021-03-24
00876,1432146,577,39729983,27.72,27.8,27.7,27.74,-0.16,2021-03-24
00878,3434903,1816,61068080,17.8,17.81,17.75,17.78,-0.02,2021-03-24
00881,32049044,15592,553806773,17.28,17.37,17.23,17.27,-0.14,2021-03-24
00882,27587752,14343,440615144,16.12,16.15,15.9,15.9,-0.22,2021-03-24
01001T,171000,55,3231000,18.88,18.9,18.88,18.88,-0.02,2021-03-24
01002T,276295,89,5133888,18.67,18.69,18.45,18.45,-0.22,2021-03-24
01003T,79697,13,1557766,19.55,19.56,19.55,19.56,0.0,2021-03-24
01004T,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
01007T,114000,66,2383080,20.89,20.92,20.89,20.9,0.01,2021-03-24
01009T,257000,95,2461300,9.6,9.63,9.47,9.59,-0.01,2021-03-24
01010T,191000,96,2067100,10.84,10.85,10.8,10.83,0.0,2021-03-24
020000,6000,3,46250,7.72,7.72,7.69,7.69,-0.11,2021-03-24
020002,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
020004,6000,2,190500,31.76,31.76,31.74,31.74,0.0,2021-03-24
020006,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
020007,1000,1,31090,31.09,31.09,31.09,31.09,0.0,2021-03-24
020008,169000,9,1970970,11.68,11.68,11.65,11.65,-0.01,2021-03-24
020011,66000,17,386820,5.76,5.89,5.76,5.86,0.01,2021-03-24
020012,67000,9,425500,6.35,6.36,6.34,6.36,0.05,2021-03-24
020015,2000,1,27160,13.58,13.58,13.58,13.58,0.0,2021-03-24
020016,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
020018,2000,2,26930,13.46,13.47,13.46,13.47,-0.03,2021-03-24
020019,120000,25,1583490,13.24,13.24,13.18,13.2,-0.07,2021-03-24
02001L,17000,2,219290,12.9,12.9,12.89,12.89,-0.28,2021-03-24
02001R,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
020020,463000,134,3038240,6.6,6.6,6.54,6.56,-0.04,2021-03-24
020022,6330000,910,36500310,5.72,5.82,5.7,5.82,0.09,2021-03-24
03005X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03006X,16000,2,706600,44.2,44.2,43.6,43.6,0.0,2021-03-24
03007X,18000,8,400600,22.2,22.3,22.2,22.2,0.1,2021-03-24
03009X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03010Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03010X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03011Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03012Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03012X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03013Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03013X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03014Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03014X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03015Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03015X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03016Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03016X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03017Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03017X,141000,15,649950,4.55,4.61,4.55,4.61,0.0,2021-03-24
03018Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03019Q,15000,2,12400,0.81,0.86,0.81,0.86,0.0,2021-03-24
03019X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03020X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03022X,9000,7,306200,33.9,34.8,33.5,33.5,-1.3,2021-03-24
03026X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03027X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03028X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03029X,1000,1,22400,22.4,22.4,22.4,22.4,0.2,2021-03-24
03033X,2000,2,11900,5.95,5.95,5.95,5.95,0.05,2021-03-24
03035X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03038X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03039X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03042P,30000,1,45900,1.53,1.53,1.53,1.53,-0.15,2021-03-24
03047X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03049P,223000,9,14580,0.07,0.07,0.06,0.07,0.01,2021-03-24
03049X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03050X,34000,4,164440,4.87,4.87,4.82,4.82,-0.04,2021-03-24
03052F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03052X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03053F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03053P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03054F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03055F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03056F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03057F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03058F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03059F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03060F,20000,1,48000,2.4,2.4,2.4,2.4,-0.48,2021-03-24
03060X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03061F,35000,2,43130,1.27,1.27,1.15,1.15,-0.35,2021-03-24
03063P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03064X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03074X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03075X,30000,4,195600,6.55,6.55,6.5,6.5,-0.05,2021-03-24
03093P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03093X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03096P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03099P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03100P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03102P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03104P,25000,1,30500,1.22,1.22,1.22,1.22,0.0,2021-03-24
03105P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03114P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03120P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03128P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03130P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03131P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03134P,70000,1,7000,0.1,0.1,0.1,0.1,0.0,2021-03-24
03138P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03167P,1000,1,30,0.03,0.03,0.03,0.03,0.01,2021-03-24
03169P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03171P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03193P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03194P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03195P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03196P,100000,1,11000,0.11,0.11,0.11,0.11,0.0,2021-03-24
03201P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03211P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03212P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03220P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03226P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03248P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03249P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03250P,10000,1,1300,0.13,0.13,0.13,0.13,0.0,2021-03-24
03253P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03254P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03255P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03261P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03262P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03263P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03264P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03265P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03266P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03273P,210000,2,90300,0.43,0.43,0.43,0.43,0.08,2021-03-24
03274P,190000,3,38000,0.2,0.2,0.2,0.2,0.02,2021-03-24
03277P,70000,2,800,0.02,0.02,0.01,0.01,0.0,2021-03-24
03281P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03289P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03300P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03301P,100000,3,12000,0.12,0.12,0.12,0.12,0.0,2021-03-24
03306P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03307P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03308P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03309P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03317P,11000,2,4180,0.38,0.38,0.38,0.38,0.0,2021-03-24
03318P,5000,1,350,0.07,0.07,0.07,0.07,0.0,2021-03-24
03325P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03326P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03327P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03336P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03337P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03338P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03340P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03342P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03343P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03344P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03345P,10000,1,1000,0.1,0.1,0.1,0.1,0.0,2021-03-24
03370P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03394P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03395P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03396P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03397P,1000,1,20,0.02,0.02,0.02,0.02,0.0,2021-03-24
03398P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03400P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03405P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03417P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03437P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03463P,41000,2,18880,0.46,0.48,0.46,0.48,0.0,2021-03-24
03467P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03468P,24000,2,2200,0.09,0.1,0.09,0.1,0.02,2021-03-24
03476P,20000,1,2400,0.12,0.12,0.12,0.12,0.02,2021-03-24
03482B,6426000,243,9288930,1.4,1.49,1.38,1.48,0.16,2021-03-24
03483B,996000,62,2726330,2.74,2.78,2.67,2.77,0.15,2021-03-24
03483P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03484B,122000,10,396920,3.27,3.3,3.23,3.3,0.15,2021-03-24
03484P,295000,2,5900,0.02,0.02,0.02,0.02,-0.03,2021-03-24
03485B,72000,11,227450,3.14,3.19,3.12,3.17,0.17,2021-03-24
03486B,5000,1,13150,2.63,2.63,2.63,2.63,0.13,2021-03-24
03487B,243000,16,532840,2.19,2.23,2.15,2.22,0.15,2021-03-24
03488B,184000,15,405550,2.2,2.25,2.14,2.24,0.17,2021-03-24
03489B,319000,17,870540,2.72,2.77,2.68,2.75,0.15,2021-03-24
03490B,13000,4,30130,2.31,2.39,2.31,2.39,0.18,2021-03-24
03491B,135000,16,481600,3.57,3.62,3.52,3.59,0.12,2021-03-24
03492B,2000,2,4920,2.46,2.46,2.46,2.46,0.17,2021-03-24
03493B,202000,21,670180,3.33,3.35,3.28,3.34,0.13,2021-03-24
03494B,10000,1,30800,3.08,3.08,3.08,3.08,0.18,2021-03-24
03495B,805000,4,1235580,1.52,1.54,1.5,1.54,0.11,2021-03-24
03496B,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03497B,2000,2,7250,3.63,3.63,3.62,3.62,0.0,2021-03-24
03498B,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03499B,8000,4,30380,3.81,3.81,3.76,3.76,0.1,2021-03-24
03500B,9000,3,38630,4.3,4.3,4.29,4.29,0.16,2021-03-24
03501B,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03503P,28000,2,11060,0.39,0.41,0.39,0.41,-0.02,2021-03-24
03504P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03506P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03538P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03539P,50000,3,53600,1.07,1.08,1.07,1.08,0.01,2021-03-24
03541P,60000,4,10200,0.17,0.17,0.17,0.17,0.0,2021-03-24
03547P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03552P,212000,3,59360,0.28,0.28,0.28,0.28,0.01,2021-03-24
03553P,7000,1,7630,1.09,1.09,1.09,1.09,-0.01,2021-03-24
03554P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03568P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03574P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03575P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03576P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03577P,149000,5,69830,0.45,0.47,0.45,0.47,0.05,2021-03-24
03578P,3000,1,870,0.29,0.29,0.29,0.29,0.03,2021-03-24
03593P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03607P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03622P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03629P,475000,5,67750,0.15,0.15,0.13,0.13,-0.01,2021-03-24
03646P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03648P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03657P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03658P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03659P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03660P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03661P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03664P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03666P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03668P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03669C,25000,4,175000,7.0,7.0,7.0,7.0,-0.15,2021-03-24
03670P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03671P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03672P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03675C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03675P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03676C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03677C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03679C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03683P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03684C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03685P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03686C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03693P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03694C,50000,1,272500,5.45,5.45,5.45,5.45,0.0,2021-03-24
03694P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03695P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03697P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03705C,15000,2,72390,4.83,4.83,4.82,4.82,0.0,2021-03-24
03706P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03707C,1000,1,31200,31.2,31.2,31.2,31.2,-2.4,2021-03-24
03707P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03708P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03709C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03711C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03712P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03713C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03713P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03714P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03715P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
03718C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-24
