StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
00753L,3298858,1201,119900867,36.9,37.08,35.47,36.6,-1.25,2021-03-25
00757,1471373,936,66675116,45.4,45.44,45.15,45.44,-1.16,2021-03-25
00762,345995,227,12542269,36.28,36.38,36.11,36.38,-0.65,2021-03-25
00763U,229036,93,6054854,26.5,26.55,26.38,26.4,-0.15,2021-03-25
00770,95118,14,3135422,32.96,33.05,32.91,33.05,-0.47,2021-03-25
00771,121255,71,2347324,19.31,19.4,19.3,19.38,0.08,2021-03-25
00774B,2004,3,79177,39.51,39.51,39.51,39.51,0.11,2021-03-25
00774C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
00775B,3000,3,123650,41.11,41.27,41.11,41.27,-0.26,2021-03-25
00783,667091,23,14099202,21.06,21.19,21.03,21.19,0.06,2021-03-25
008201,100,1,12750,127.5,127.5,127.5,127.5,-0.5,2021-03-25
00830,1329352,632,35401645,26.76,26.76,26.55,26.69,-0.45,2021-03-25
00850,1282515,845,41673013,32.4,32.69,32.26,32.57,0.16,2021-03-25
00851,98000,32,2804870,28.62,28.68,28.53,28.66,-0.62,2021-03-25
00852L,1206100,114,22638906,18.74,18.82,18.68,18.8,0.23,2021-03-25
00861,1713548,352,47370473,27.6,27.71,27.52,27.7,-0.05,2021-03-25
00865B,106000,4,3975060,37.51,37.51,37.5,37.5,0.1,2021-03-25
00875,865670,482,25853887,29.94,29.94,29.8,29.9,-0.56,2021-03-25
00876,2768790,659,76666967,27.71,27.81,27.5,27.81,0.07,2021-03-25
00878,4178641,2165,74496978,17.78,17.88,17.77,17.85,0.07,2021-03-25
00881,32870813,9990,568083519,17.24,17.44,17.16,17.35,0.08,2021-03-25
00882,18963564,10016,299758968,15.9,15.9,15.71,15.81,-0.09,2021-03-25
01001T,23000,9,434740,18.89,18.95,18.89,18.9,0.02,2021-03-25
01002T,36100,16,667559,18.48,18.5,18.48,18.49,0.04,2021-03-25
01003T,35177,8,687472,19.55,19.55,19.53,19.53,-0.03,2021-03-25
01004T,42000,18,754820,17.99,17.99,17.96,17.96,0.0,2021-03-25
01007T,95000,45,1986440,20.9,20.92,20.88,20.92,0.02,2021-03-25
01009T,83000,16,795690,9.58,9.6,9.58,9.59,0.0,2021-03-25
01010T,178000,54,1926830,10.83,10.85,10.82,10.84,0.01,2021-03-25
020000,9000,6,69080,7.65,7.71,7.65,7.65,-0.04,2021-03-25
020002,6000,5,118270,19.68,19.85,19.61,19.85,0.0,2021-03-25
020004,58000,2,1842660,31.77,31.77,31.77,31.77,0.03,2021-03-25
020006,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
020007,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
020008,75000,12,876630,11.68,11.7,11.68,11.7,0.05,2021-03-25
020011,57000,16,335100,5.86,5.91,5.86,5.9,0.04,2021-03-25
020012,48000,13,308230,6.4,6.45,6.4,6.45,0.09,2021-03-25
020015,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
020016,34000,11,578470,17.03,17.03,16.94,17.01,0.0,2021-03-25
020018,15000,5,202330,13.47,13.52,13.47,13.48,0.01,2021-03-25
020019,97000,16,1290350,13.19,13.38,13.19,13.33,0.13,2021-03-25
02001L,13000,4,166280,12.6,12.83,12.6,12.83,-0.06,2021-03-25
02001R,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
020020,1994000,417,13275130,6.57,6.69,6.56,6.68,0.12,2021-03-25
020022,5121000,930,29494070,5.84,5.85,5.71,5.73,-0.09,2021-03-25
03005X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03006X,1000,1,45400,45.4,45.4,45.4,45.4,1.8,2021-03-25
03007X,34000,11,766600,22.3,22.6,22.3,22.6,0.4,2021-03-25
03009X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03010Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03010X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03011Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03012Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03012X,4000,1,63600,15.9,15.9,15.9,15.9,0.0,2021-03-25
03013Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03013X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03014Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03014X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03015Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03015X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03016Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03016X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03017Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03017X,90000,9,420300,4.67,4.67,4.67,4.67,0.06,2021-03-25
03018Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03019Q,7000,3,6360,0.94,0.94,0.85,0.85,-0.01,2021-03-25
03019X,33000,7,223900,6.7,6.85,6.7,6.85,0.0,2021-03-25
03020X,38000,5,164160,4.32,4.32,4.32,4.32,0.0,2021-03-25
03022X,15000,3,499500,33.3,33.3,33.3,33.3,-0.2,2021-03-25
03026X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03027X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03028X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03029X,7000,1,156800,22.4,22.4,22.4,22.4,0.0,2021-03-25
03033X,83000,3,477400,5.8,5.8,5.75,5.75,-0.2,2021-03-25
03035X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03038X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03039X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03042P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03047X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03049P,789000,24,60200,0.07,0.08,0.07,0.07,0.0,2021-03-25
03049X,20000,2,140000,7.0,7.0,7.0,7.0,0.0,2021-03-25
03050X,39000,7,190020,4.85,4.89,4.85,4.88,0.06,2021-03-25
03052F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03052X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03053F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03053P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03054F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03055F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03056F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03057F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03058F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03059F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03060F,1000,1,1930,1.93,1.93,1.93,1.93,-0.47,2021-03-25
03060X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03061F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03063P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03064X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03074X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03075X,1000,1,6550,6.55,6.55,6.55,6.55,0.05,2021-03-25
03093P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03093X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03104P,25000,1,31750,1.27,1.27,1.27,1.27,0.05,2021-03-25
03105P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03120P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03128P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03130P,29000,3,9270,0.31,0.32,0.31,0.32,0.0,2021-03-25
03131P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03134P,100000,2,10000,0.1,0.1,0.1,0.1,0.0,2021-03-25
03138P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03167P,162000,3,4240,0.03,0.03,0.02,0.02,-0.01,2021-03-25
03169P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03171P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03193P,10000,10,100,0.01,0.01,0.01,0.01,0.0,2021-03-25
03194P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03195P,7000,1,1960,0.28,0.28,0.28,0.28,0.0,2021-03-25
03196P,100000,1,11000,0.11,0.11,0.11,0.11,0.0,2021-03-25
03201P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03211P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03212P,900000,2,40010,0.04,0.05,0.04,0.05,0.0,2021-03-25
03220P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03226P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03248P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03249P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03250P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03253P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03254P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03255P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03261P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03262P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03263P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03264P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03265P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03266P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03273P,13000,4,5590,0.44,0.44,0.41,0.42,-0.01,2021-03-25
03274P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03277P,2854000,6,28540,0.01,0.01,0.01,0.01,0.0,2021-03-25
03281P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03289P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03300P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03301P,60000,2,6700,0.12,0.12,0.11,0.11,-0.01,2021-03-25
03306P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03307P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03308P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03309P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03317P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03318P,50000,1,3500,0.07,0.07,0.07,0.07,0.0,2021-03-25
03325P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03326P,10000,10,100,0.01,0.01,0.01,0.01,0.0,2021-03-25
03327P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03336P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03337P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03338P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03340P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03342P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03343P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03344P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03345P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03370P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03394P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03395P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03396P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03397P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03398P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03400P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03405P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03417P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03437P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03463P,40000,1,18400,0.46,0.46,0.46,0.46,-0.02,2021-03-25
03467P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03468P,310000,2,27900,0.09,0.09,0.09,0.09,-0.01,2021-03-25
03476P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03482B,6316000,227,9143580,1.53,1.56,1.35,1.42,-0.06,2021-03-25
03483B,525000,55,1438780,2.78,2.85,2.67,2.71,-0.06,2021-03-25
03483P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03484B,20000,3,65500,3.35,3.35,3.23,3.26,-0.04,2021-03-25
03484P,619000,3,12380,0.02,0.02,0.02,0.02,0.0,2021-03-25
03485B,44000,7,139670,3.21,3.22,3.11,3.14,-0.03,2021-03-25
03486B,6000,2,16450,2.74,2.75,2.74,2.75,0.12,2021-03-25
03487B,602000,23,1300040,2.21,2.25,2.12,2.18,-0.04,2021-03-25
03488B,15000,5,33810,2.26,2.27,2.2,2.2,-0.04,2021-03-25
03489B,120000,18,325250,2.77,2.77,2.62,2.7,-0.05,2021-03-25
03490B,3000,1,6990,2.33,2.33,2.33,2.33,-0.06,2021-03-25
03491B,166000,16,601520,3.66,3.69,3.5,3.56,-0.03,2021-03-25
03492B,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03493B,33000,14,110850,3.39,3.43,3.29,3.32,-0.02,2021-03-25
03494B,5000,1,15350,3.07,3.07,3.07,3.07,-0.01,2021-03-25
03495B,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03496B,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03497B,23000,3,82730,3.68,3.68,3.59,3.59,-0.03,2021-03-25
03498B,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03499B,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03500B,5000,1,21350,4.27,4.27,4.27,4.27,-0.02,2021-03-25
03501B,1000,1,4430,4.43,4.43,4.43,4.43,0.0,2021-03-25
03503P,66000,2,28110,0.42,0.43,0.42,0.43,0.02,2021-03-25
03504P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03506P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03538P,6000,1,6480,1.08,1.08,1.08,1.08,0.0,2021-03-25
03539P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03541P,30000,1,5700,0.19,0.19,0.19,0.19,0.02,2021-03-25
03547P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03552P,10000,1,2600,0.26,0.26,0.26,0.26,-0.02,2021-03-25
03553P,24000,3,25650,1.06,1.09,1.06,1.09,0.0,2021-03-25
03554P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03568P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03574P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03575P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03576P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03577P,50000,1,23000,0.46,0.46,0.46,0.46,-0.01,2021-03-25
03578P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03593P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03607P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03622P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03629P,976000,21,102100,0.2,0.2,0.1,0.1,-0.03,2021-03-25
03646P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03648P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03666P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03669C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03670P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03671P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03672P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03675C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03675P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03676C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03677C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03679C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03683P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03684C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03685P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03686C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03693P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03694C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03694P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03695P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03697P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03705C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03706P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03707C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03707P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03708P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03709C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03711C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03712P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03713C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03713P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03714P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03715P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03718C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03719C,5009000,89,9218530,1.81,1.9,1.81,1.86,-0.02,2021-03-25
03719P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03720C,154000,17,562370,3.65,3.78,3.6,3.73,0.04,2021-03-25
03720P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03721P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03722C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03722P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
03724C,58000,2,188100,3.19,3.3,3.19,3.3,0.09,2021-03-25
03725C,816000,12,408920,0.5,0.52,0.47,0.47,-0.03,2021-03-25
03726C,102000,20,301890,2.94,3.04,2.87,3.01,0.07,2021-03-25
03727C,155000,4,96550,0.61,0.63,0.61,0.61,-0.02,2021-03-25
