StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
071784,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071787,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071790,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071791,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071792,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071795,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071796,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071797,10000,1,8700,0.87,0.87,0.87,0.87,-0.22,2021-03-25
071800,5000,1,500,0.1,0.1,0.1,0.1,0.0,2021-03-25
071802,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071803,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071807,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071810,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071811,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071812,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071814,139000,13,165470,1.01,1.39,1.01,1.28,0.27,2021-03-25
071820,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071823,10000,1,2200,0.22,0.22,0.22,0.22,0.0,2021-03-25
071824,61000,4,7210,0.16,0.16,0.11,0.11,0.0,2021-03-25
071825,320000,4,44800,0.14,0.14,0.14,0.14,0.01,2021-03-25
071832,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071833,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071834,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071843,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071847,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071848,2274000,35,1117810,0.51,0.51,0.47,0.48,-0.08,2021-03-25
071849,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071850,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071851,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071852,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071853,36000,4,54090,1.5,1.52,1.49,1.49,-0.09,2021-03-25
071854,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071856,132000,13,312680,2.34,2.45,2.32,2.39,0.1,2021-03-25
071857,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071858,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071859,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071864,16000,3,7700,0.52,0.52,0.46,0.46,-0.01,2021-03-25
071867,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071870,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071871,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071872,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071873,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071877,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071879,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071881,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071887,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071888,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071889,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071890,9000,2,45250,5.25,5.25,4.85,4.85,0.0,2021-03-25
071891,103000,4,179770,1.72,1.78,1.69,1.78,0.13,2021-03-25
071892,184000,5,271760,1.44,1.58,1.44,1.58,0.22,2021-03-25
071893,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071894,4000,3,13580,3.38,3.4,3.38,3.4,0.0,2021-03-25
071895,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071896,70000,9,152920,2.22,2.22,2.09,2.11,0.12,2021-03-25
071897,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071898,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071899,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071900,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071901,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071902,31000,4,48230,1.58,1.58,1.47,1.52,0.0,2021-03-25
071903,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071904,645000,37,681200,1.06,1.13,0.97,0.97,-0.08,2021-03-25
071905,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071906,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071907,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071908,1000,1,820,0.82,0.82,0.82,0.82,0.0,2021-03-25
071918,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071920,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071921,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071926,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071927,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071928,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071929,10000,1,9200,0.92,0.92,0.92,0.92,0.03,2021-03-25
071930,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071931,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071932,60000,2,85100,1.44,1.44,1.31,1.31,-0.17,2021-03-25
071933,295000,7,165240,0.52,0.6,0.52,0.55,0.05,2021-03-25
071942,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071943,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071944,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071945,10000,1,7200,0.72,0.72,0.72,0.72,-0.12,2021-03-25
071946,83000,5,47610,0.57,0.58,0.57,0.58,-0.16,2021-03-25
071947,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071948,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071949,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071950,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071951,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071952,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071953,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071954,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071961,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071962,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071963,138000,9,168660,1.02,1.47,1.02,1.47,0.0,2021-03-25
071964,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071965,14000,2,16240,1.16,1.16,1.16,1.16,0.08,2021-03-25
071966,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071970,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071976,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071977,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071978,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071979,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071980,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071981,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071982,4000,2,4470,1.05,1.32,1.05,1.32,0.09,2021-03-25
071983,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071986,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071987,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071988,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071989,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071990,342000,4,229140,0.67,0.67,0.67,0.67,0.0,2021-03-25
071991,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071992,109000,2,180390,1.65,1.66,1.65,1.66,0.0,2021-03-25
071993,181000,4,244480,1.32,1.41,1.3,1.41,-0.02,2021-03-25
071994,4000,1,22400,5.6,5.6,5.6,5.6,0.0,2021-03-25
071995,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071996,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071997,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071998,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
071999,479000,39,1052520,1.67,2.59,1.67,2.59,1.05,2021-03-25
072021,28000,3,80620,2.9,2.9,2.79,2.79,-0.09,2021-03-25
072023,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072028,31000,1,27590,0.89,0.89,0.89,0.89,0.0,2021-03-25
072030,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072032,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072034,11000,3,15000,1.28,1.48,1.28,1.48,-0.12,2021-03-25
072044,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072045,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072046,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072047,20000,6,50420,2.63,2.63,2.5,2.5,-0.11,2021-03-25
072049,301000,33,268020,0.82,0.98,0.8,0.97,0.18,2021-03-25
072053,73000,9,148420,1.83,2.23,1.83,2.23,0.38,2021-03-25
072054,43000,5,121330,2.82,2.93,2.79,2.91,0.41,2021-03-25
072055,461000,23,872000,1.87,1.93,1.87,1.93,-0.17,2021-03-25
072056,8000,1,2880,0.36,0.36,0.36,0.36,0.02,2021-03-25
072057,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072059,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072062,10000,1,3100,0.31,0.31,0.31,0.31,0.0,2021-03-25
072068,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072069,60000,1,55800,0.93,0.93,0.93,0.93,0.05,2021-03-25
072070,20000,1,2000,0.1,0.1,0.1,0.1,0.02,2021-03-25
072071,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072083,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072084,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072085,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072086,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072087,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072088,20000,1,6600,0.33,0.33,0.33,0.33,-0.12,2021-03-25
072095,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072096,2000,1,2840,1.42,1.42,1.42,1.42,-0.12,2021-03-25
072097,2000,1,3740,1.87,1.87,1.87,1.87,0.0,2021-03-25
072100,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072104,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072105,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072106,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072109,70000,2,37800,0.54,0.54,0.54,0.54,-0.07,2021-03-25
072110,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072115,251000,15,75480,0.23,0.38,0.23,0.34,0.09,2021-03-25
072117,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072121,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072122,104000,2,82160,0.79,0.79,0.79,0.79,0.04,2021-03-25
072123,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072124,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072125,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072126,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072127,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072128,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072129,24000,1,17520,0.73,0.73,0.73,0.73,0.0,2021-03-25
072130,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072131,26000,2,20150,0.77,0.78,0.77,0.78,0.0,2021-03-25
072132,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072137,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072138,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072140,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072143,4000,1,1480,0.37,0.37,0.37,0.37,-0.02,2021-03-25
072145,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072149,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072150,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072151,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072152,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072153,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072155,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072157,310000,3,104700,0.33,0.37,0.33,0.37,0.0,2021-03-25
072158,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072159,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072160,226000,6,23810,0.11,0.11,0.1,0.11,0.01,2021-03-25
072161,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072162,11000,1,2090,0.19,0.19,0.19,0.19,-0.21,2021-03-25
072163,77000,4,83750,0.88,1.17,0.88,1.01,0.17,2021-03-25
072164,4000,4,37600,9.0,9.9,9.0,9.9,0.0,2021-03-25
072165,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072177,90000,2,77400,0.86,0.86,0.86,0.86,0.0,2021-03-25
072178,50000,1,14500,0.29,0.29,0.29,0.29,0.0,2021-03-25
072179,5000,1,16250,3.25,3.25,3.25,3.25,-0.17,2021-03-25
072180,5000,5,9620,1.9,1.95,1.9,1.95,0.09,2021-03-25
072181,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072182,70000,7,112700,1.52,1.68,1.52,1.63,-0.08,2021-03-25
072185,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072187,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072188,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072189,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072190,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072191,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072199,15000,1,3300,0.22,0.22,0.22,0.22,-0.01,2021-03-25
072201,70000,2,4500,0.07,0.07,0.06,0.06,-0.04,2021-03-25
072204,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072212,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072213,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072214,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072221,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072222,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072229,16000,7,21850,1.32,1.41,1.32,1.4,0.23,2021-03-25
072230,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072231,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072232,555000,6,5550,0.01,0.01,0.01,0.01,0.0,2021-03-25
072233,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072234,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072235,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072236,2000,1,1240,0.62,0.62,0.62,0.62,-0.09,2021-03-25
072237,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072238,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072239,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072240,100000,1,29000,0.29,0.29,0.29,0.29,-0.01,2021-03-25
072241,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072242,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072243,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072244,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072245,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072246,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072248,291000,11,153140,0.56,0.56,0.52,0.52,0.0,2021-03-25
072256,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072257,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072258,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072260,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072272,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072273,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072274,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072280,104000,16,120500,1.12,1.23,1.12,1.18,-0.02,2021-03-25
072284,30000,1,31500,1.05,1.05,1.05,1.05,0.07,2021-03-25
072285,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072286,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072290,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072295,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072298,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072301,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072303,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072304,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072305,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072306,160000,7,71900,0.45,0.46,0.44,0.44,0.03,2021-03-25
072307,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072310,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072311,1000,1,3660,3.66,3.66,3.66,3.66,0.08,2021-03-25
072312,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072313,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072314,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072315,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072316,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072317,112000,4,31480,0.28,0.29,0.28,0.29,-0.03,2021-03-25
072318,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072319,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072320,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072321,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072322,30000,1,3900,0.13,0.13,0.13,0.13,0.0,2021-03-25
072323,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072324,135000,3,21250,0.16,0.16,0.15,0.15,-0.01,2021-03-25
072325,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072326,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072327,20000,4,27100,1.34,1.37,1.34,1.37,-0.02,2021-03-25
072328,540000,8,287150,0.5,0.55,0.5,0.55,0.04,2021-03-25
072329,232000,9,67030,0.31,0.31,0.26,0.26,-0.06,2021-03-25
072330,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072338,4000,1,16000,4.0,4.0,4.0,4.0,0.01,2021-03-25
072339,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072340,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072345,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072346,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072352,469000,1,103180,0.22,0.22,0.22,0.22,0.0,2021-03-25
072380,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072381,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072382,10000,1,31000,3.1,3.1,3.1,3.1,0.0,2021-03-25
072392,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072393,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072394,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072395,24000,3,102560,3.68,4.32,3.68,4.16,-0.18,2021-03-25
072396,238000,21,651130,2.62,2.91,2.52,2.68,-0.24,2021-03-25
072397,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072398,49000,1,60270,1.23,1.23,1.23,1.23,0.0,2021-03-25
072399,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072401,100000,1,14000,0.14,0.14,0.14,0.14,0.0,2021-03-25
072402,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072403,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072404,30000,5,43600,1.44,1.46,1.44,1.46,-0.05,2021-03-25
072406,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072408,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072409,10000,1,7500,0.75,0.75,0.75,0.75,0.0,2021-03-25
072410,410000,5,83000,0.2,0.21,0.2,0.21,0.02,2021-03-25
072411,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072413,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072414,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072415,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072416,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072417,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072418,693000,15,562950,0.78,0.82,0.78,0.81,0.03,2021-03-25
072419,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072420,2000,1,1000,0.5,0.5,0.5,0.5,0.0,2021-03-25
072421,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072422,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072423,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072430,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072432,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072434,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072435,90000,9,12400,0.15,0.15,0.13,0.14,-0.01,2021-03-25
072437,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072462,37000,6,32170,0.86,0.88,0.86,0.88,0.04,2021-03-25
072463,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072464,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072465,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072466,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072467,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072470,20000,2,10900,0.54,0.55,0.54,0.55,0.01,2021-03-25
072481,11000,3,6220,0.56,0.58,0.54,0.58,0.0,2021-03-25
072482,218000,10,149400,0.66,0.69,0.63,0.69,0.05,2021-03-25
072483,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072484,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072485,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072486,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072487,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072488,8000,2,46000,5.6,5.9,5.6,5.9,-0.15,2021-03-25
072489,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072490,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072491,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072492,19000,2,28120,1.48,1.48,1.48,1.48,0.1,2021-03-25
072493,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072494,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072495,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072496,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072497,16000,4,21080,1.15,1.35,1.11,1.11,0.08,2021-03-25
072498,47000,1,15980,0.34,0.34,0.34,0.34,-0.12,2021-03-25
072499,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072500,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072501,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072502,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072503,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072504,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072505,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072506,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072507,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072508,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072509,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072510,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072511,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072512,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072513,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072514,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072515,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072516,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072517,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072518,1000,1,3550,3.55,3.55,3.55,3.55,0.0,2021-03-25
072519,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072520,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072521,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072522,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072523,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072524,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072525,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072526,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072527,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072528,37000,14,181300,4.4,5.15,4.4,5.15,0.93,2021-03-25
072529,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072530,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072531,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072532,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072533,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072534,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072535,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072536,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072537,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072538,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072539,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072540,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
072541,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-25
